actual,predicted
40703.06896094547,39489.730058167785
40732.05909763995,39382.360771772896
40673.54016276402,39435.602385414015
40805.85962470099,39354.23717747053
40722.121183539486,39467.660550577835
40972.14208372678,39584.24172906899
41438.170143539144,39702.29837163319
41590.73625136736,39658.13983973275
41462.12106298943,39906.220777898074
41351.461257511,40137.38462269679
41358.07742577505,40183.28794941377
41401.90807677037,40241.10428235015
41444.07980651954,40265.484569652384
41302.77094310049,40168.18591105765
41329.66108066455,40327.06372630944
41392.00138942278,40451.451593017766
41505.76825681164,40382.17113843447
41314.44974867338,40548.219396813736
41369.44006047515,40289.88437367516
41397.96960256481,40113.4805433758
41415.4682942036,40239.9918292792
41362.640435037996,40113.726454054646
41460.71195576623,40197.22288788142
41483.230347928664,40257.15483332466
41348.54936280599,40155.92160386847
41503.558964046184,40015.99062091974
41576.21190793931,40131.377376113676
41838.39172502485,40268.49795130421
42113.96001240284,40364.26649900838
42132.66093402707,40433.41033654788
41598.39070916429,40665.8935116553
41566.48867776481,40688.31041687091
41285.03805081519,40550.72534373145
41394.05064507979,40438.148996295706
41390.6469290171,40443.37167071299
40981.44765608165,40499.13874799237
41192.59124894742,40324.2689319277
41425.80825274725,40183.58460356602
41519.269924083244,40234.062649578256
41496.12699686344,40345.30014998476
41375.853254845555,40224.06228197206
41543.66972810602,40352.318362692
41672.30052986038,40341.61929649036
41643.0371590783,40488.36551825267
41689.64699107894,40394.11537140674
41622.03716777411,40477.252697575525
41482.84001351781,40358.0484718434
41545.4808797724,40207.02028159397
41911.840951116115,40106.99708881144
41955.4295947767,40104.249134558995
41821.23652766761,40383.5490189048
42270.019613208235,40524.47925794531
42456.71656192193,40644.74909661908
42669.12874162299,40808.33044152173
42696.57705739457,40845.060909583524
42520.13029031003,41033.393359478716
42170.60924545075,41154.29553989808
41836.92016429591,41010.23091553836
41575.85280028132,40942.78893603021
41464.07663838783,40676.73700158895
41225.89067753777,40538.84746760902
40596.808224277425,40266.90538690791
40749.327491976335,39855.71150513297
40452.96999387601,39675.537044424724
40470.761436322944,39385.73716442682
40426.19305329111,39405.21485152867
40527.75026030831,39266.927176449666
40497.1987859704,39155.353988449824
40513.49915096786,39115.262741110535
40637.500586609436,39089.17278908874
40680.6715724504,39088.466283805086
40695.34033961048,39323.01823129005
40716.46914127025,39280.37810024786
40412.19956466182,39197.86140579233
40297.49979803101,39135.841171251006
40468.32184625508,39027.13303782687
40598.8887066873,39148.901760638335
40418.32781491231,39286.70932439198
40249.379371860356,39187.05694929977
39876.68026968429,39218.31883226544
39437.88974506165,39031.96928117741
39393.0910647274,38930.00612637291
39352.921750505935,38699.400459781726
39520.73041707818,38589.330059263695
39500.76871530687,38412.29388721875
39631.71810346173,38402.367683150616
39631.67126333243,38466.54256363989
39722.24836337218,38637.35290183163
39726.0307038134,38669.27054660755
39579.81924019396,38568.29493786252
39624.840411142395,38607.64454982118
39507.10774613921,38479.43921257466
39481.57597232495,38359.82513571113
39550.4231557122,38545.050523695885
39589.17945936635,38438.902984006985
39606.736701166774,38380.868063800524
39617.79877837051,38347.82235257723
39652.03891289103,38534.39439427945
39542.518883892306,38453.91914879272
39600.518674001796,38348.3102705908
39632.12795459313,38269.91550751395
39717.64632066815,38293.18724508934
39727.94724577071,38269.58762660883
39727.04947662574,38496.83251392252
39812.462452409825,38440.827332652516
39858.47897610595,38595.40756604076
39829.672296584584,38706.496739371134
39699.999301953234,38862.33775290645
39774.966928902744,38756.00675604445
39798.16059959597,38544.73435282309
39922.80999035957,38541.845878182736
39820.72973523181,38594.802547703934
39421.589380064186,38674.28244044297
39581.681135333754,38526.57209268584
39512.49826435317,38797.432947068875
39556.11032807841,38578.31482218926
39775.076222537784,38437.87640450643
39720.050780639045,38457.658552448745
39683.148565436466,38408.45689996001
39770.36098285461,38410.80280976927
39757.038869412005,38417.93421945566
39744.891662546084,38430.069716289254
39772.25020140317,38429.952615965994
39703.94948619112,38390.76304111579
39593.441911132926,38401.28645683254
39577.19228960888,38537.06428164972
39574.07742101023,38506.83678487282
39751.14872315215,38488.62768460627
39656.84002614459,38439.230864912104
39517.20960069224,38601.286002268294
39441.30126781255,38670.37519299028
39664.33835017719,38625.50234911797
39712.146508819154,38588.35031989244
39515.30086542314,38493.40928113929
39654.05694179517,38390.228282972916
39572.32091616137,38397.141105389215
39467.39902652256,38453.57955785527
38871.0890503979,38498.12842416657
39119.56812966231,38232.81812510594
39105.340440386506,37967.10968494624
39265.896693605,37862.785006956045
39162.11067710179,37838.72089052661
38977.509824174405,37837.29616992698
38658.14991924218,37798.44618601422
38466.819701071596,37678.3363844489
38424.940722130574,37484.8632303627
38589.32615591959,37504.395564282066
38434.589788767,37386.66289927888
38836.98162957707,37308.22910276094
38817.89818023019,37289.3447239636
38758.82887383496,37572.72360290287
39069.827815686585,37668.36334025146
38989.20033977962,37688.6099861427
39479.81946747608,37881.61083559176
39398.77043040539,37855.47794678478
39868.08900930129,38005.069706402246
40235.38978657518,38320.081285997505
40195.23608573015,38452.08067371757
40236.84963727179,38657.28337685008
40347.3181788889,39038.01556120161
40441.10773113002,38982.779338721
40572.45916372806,39093.85289867494
40483.357527761356,39081.70959515312
40549.99932172726,39184.355835176626
40547.200624001394,39277.95802690053
40573.712137186914,39476.536755080764
40599.21658759242,39401.45983449621
40527.00081823946,39458.53843539607
40604.673462656225,39313.18570748052
40522.80081997862,39148.733916841666
40386.57801393306,39084.27409223247
40382.28043206951,39145.6580816841
40479.89916488115,39152.47332049769
40290.06002416004,39374.50724342642
39810.15947938576,39199.10266921887
39278.641112119534,39091.780222953275
38571.99921142157,38705.8878176902
38687.55771375627,38438.594619822405
38391.352446076184,38089.139931812984
38424.19128006172,37844.454903022124
38279.99784534643,37660.74010920739
38128.66129091242,37447.74242789004
38343.790198113056,37256.35756290193
38214.94080908861,37380.40193532871
38137.67020911504,37388.75118837698
38185.46665772468,37177.26019788554
38324.230540784934,37306.75363868789
38431.64666730913,37393.739662147746
38350.449303162306,37569.69460787461
38422.62994241829,37393.23222741363
38417.84053919705,37414.997274163106
38660.98765040912,37317.97184965597
39067.95030717036,37409.32181182923
38998.3263583055,37430.2671563159
39062.86034645276,37472.61843989406
39118.818687593455,37648.51093211519
39036.00143564158,37814.118112610195
38897.96747792963,37873.45284640481
39343.07751666408,37932.26453208889
38688.01050167287,38022.4161676208
39003.28750866751,37880.49838252081
39190.14059114555,38074.73659205229
39116.12928350264,38098.03174969234
38807.60115847174,38137.603852265194
38880.44146288208,38140.515746970195
39106.12110920822,38028.47415767733
39253.73777670675,37842.26512697721
39082.9235351709,38056.34013126853
39256.052459763145,38012.31040972367
39408.18139305119,38081.86409839457
39247.55097629464,37986.540531918785
39447.858885914975,38131.932293275415
39359.42862513495,38107.302191950235
39416.300348797056,38243.8450722127
39333.069342369665,38178.08153067123
39431.69123461721,38080.65406172092
39391.95909493591,38035.88660813953
39638.0688443264,38048.70128684802
39785.05707342344,38079.70945244664
39726.14780413666,38360.75803495308
39700.826810904255,38357.99056398009
39553.24917684681,38490.07972861466
39093.02929306803,38519.07767199735
39274.73776801095,38312.13798073653
39484.12095268375,38381.25839821138
39904.979514471546,38346.43666541868
40288.83827745405,38362.92048758924
40075.37219484367,38582.319653244675
39999.787839525,38802.897628820894
39895.27970436171,38979.78937713382
39843.06857356525,39034.37764449241
39804.26152643769,39018.26073666805
39754.19723490096,38820.26751010411
39833.94255503938,38817.37513211965
39831.14776065763,38744.40601735373
39531.12892578345,38654.18412162786
39546.05141031058,38531.41614272459
39541.012193066395,38596.894740146134
39501.600127601996,38481.65631202833
39468.10943515033,38764.47310941597
39616.73706877297,38552.50200759918
39412.08864050389,38387.730142743414
39146.13038632124,38268.12777591222
38819.04966674223,38100.861674171065
38757.962331442846,38131.104784324394
38921.0011115144,37884.26120624149
39290.261367530795,37694.695299607985
38957.44273211216,37829.75100576508
38995.7813779467,37808.754917804996
38517.910572108885,38057.9639224177
38650.628175144935,37945.48515858467
38539.870786063795,37682.30998875144
38336.85005228799,37523.151132723826
38564.68044121797,37554.541826045075
38570.32077345488,37406.464563941736
38615.93134936371,37370.432794475375
38593.420763889495,37316.54712905634
38641.52948002782,37561.560038752315
38720.248220665686,37675.81482415475
38698.639307680554,37744.31070657223
38664.10251900778,37677.836756403
38562.619475528634,37677.110734398804
38720.466807935765,37587.310399836664
38722.91030134774,37742.95234282244
38671.35883570564,37641.461492655086
38605.119086182924,37659.5144591573
38636.71665674193,37523.87715472802
38568.21687098035,37458.78889171734
38580.738798880695,37415.82478311413
38556.159441028925,37386.63557587012
38525.70945363784,37605.41020646818
38265.96141993195,37516.61693468605
38489.876754721015,37361.18577228214
38440.88978615826,37370.99097268291
38315.40898309953,37479.15263793184
38361.089819202316,37534.34982697136
38487.71039874075,37332.902140871316
38329.94113321579,37289.81312525663
38320.78779128116,37373.96922423776
38258.627036351914,37439.7678958762
37639.798668064825,37497.502258586304
37710.94882447614,37232.67597419514
37950.94984033669,37093.150939033716
37849.037429005606,36883.65846072588
38063.76819510717,36839.663869277996
37970.86079863459,36872.34656949919
38085.299041210135,36879.09935480705
37975.900015878775,36814.22577572234
37980.100014139614,36971.84671417117
38049.63028274587,37069.44983360638
37987.80131206586,37085.28570065492
38037.807053440956,37146.677496794764
37963.869909336114,37168.48938367354
37967.69908990664,37150.04608276047
37940.09073702661,37115.54442418468
37999.499634359294,37189.42301812789
38495.28288631141,37095.48123546654
38509.53009230775,37245.0222516106
38379.48627998608,37325.02519246019
37930.020109226454,37499.34073366145
37796.39693035721,37386.95174674292
38324.60135847524,37147.73530304819
38343.66138775748,37165.23399468698
38307.090956804124,37107.05855409261
38488.33883714223,37219.48267110812
38680.01254959438,37209.73602086898
38502.12935187787,37439.87718951124
38630.248815554005,37382.053049886636
38699.17016247932,37354.905291611416
38992.90851668278,37543.807629746465
39023.690288323094,37555.10390759671
38933.819693567,37744.16628284021
38867.439423656375,37749.100109793464
38934.967276734926,37654.237137922486
38785.27012682652,37595.23418837709
38713.67889253094,37560.841823436334
38529.32004693829,37676.09196158646
38507.12172899275,37674.71408111613
38907.9990722887,37709.285999885884
38821.84055777987,37633.90461846086
38699.54878685785,37727.1594125591
38556.518548686916,37761.85233499622
38375.891300062074,37753.549922077254
38208.39880436262,37670.40478922025
38544.96855346961,37578.68791270079
38304.14002865804,37492.84556906476
38627.44231113993,37417.112886669966
38589.61890672773,37522.40949734319
38521.0098273311,37519.54053942338
38410.85745658679,37530.239605625015
38513.550536739596,37593.12247921435
38399.658762339255,37468.395021568576
38502.94905414068,37526.41823174271
38500.57191757854,37451.61454524576
38516.69272874701,37517.955781715296
38466.6401472426,37426.73072655352
38532.98919040035,37315.92259399896
38542.8724576833,37256.864997636054
38453.16970672387,37256.162395696505
38423.558938316135,37419.88035764295
38570.43006708992,37451.39595797568
38431.1782660161,37528.51042418491
38350.78889409975,37410.05173717753
38283.538178452916,37429.26399687999
38330.44076126169,37312.42519767767
38141.14808871579,37384.18817911403
38041.67136410846,37287.342308435895
37776.19712459527,37330.89972534361
37707.068900432205,37193.970414014395
37770.91980336046,37094.30242554575
37798.481316111196,36979.60265891493
37733.229112647954,37003.092983760405
37729.95030359674,37012.987961075676
37895.210086466075,36869.65326206427
37880.49838252081,36867.51032614865
37968.57734233107,36838.51628611007
38015.39795491356,36866.32370953964
37991.52119900134,37013.80766333848
38081.48937736015,37186.08565891505
38394.98645944128,37083.03347110426
38697.198973704486,37027.63330817109
38968.96930726482,37105.21227232925
38858.28217837763,37281.401418702626
38979.21948889397,37444.86175993791
39006.41018395438,37720.75402487691
38971.8694919375,37870.31455774151
38714.47907807319,38036.358912776675
38785.27012682652,38047.33121306591
38975.33956485004,38087.82450484839
39168.12963371723,37973.82343681301
38991.26911215718,37994.39796360937
39537.288402786806,38061.090501048675
39837.518018242845,38221.05734930677
39816.3579898302,38529.28491684131
39746.999468364724,38705.04469536274
39689.73741029176,38974.371535511105
39685.22904784634,38937.02043573604
39654.697090228976,38838.17995621841
39634.03278651812,38690.3447014498
39768.038493110005,38699.21309926451
39739.64947140825,38593.4676040188
39748.24853847947,38495.798127733746
39606.678151005144,38440.85465606128
39547.011632961294,38597.30068793343
39579.05028140457,38479.43921257466
39478.69920771692,38350.36342959192
39474.46798270321,38262.52257377229
39516.99882011037,38453.040896368286
39482.80942906326,38451.007254087715
39502.821874307985,38568.04902718368
38985.78881702872,38575.801068583336
38212.09136788935,38501.461880035306
36920.31866859372,37988.047222744695
37044.14835709452,37383.165502957585
36815.529492654605,37069.88700814654
36380.751605775586,36698.35110251484
36351.929312877786,36288.593651371855
36444.21217429299,35820.96326880292
36437.236898370946,35642.67802664323
36217.299071228525,35534.43243949596
36533.93053862885,35514.343879041124
36390.037661409915,35543.75948024343
36308.352379249525,35516.32092283212
36401.47836299218,35529.74452322155
36441.698420687055,35465.452542409024
36424.73058384703,35374.951557579385
36497.62943841899,35324.56719182575
36404.9406292165,35325.26003540503
36383.56982022199,35335.40287507119
36206.52974483294,35421.239363691064
36403.7618192957,35563.118115349964
35942.519259360466,35575.62052652977
35780.71783937134,35497.276506926326
35819.239942378976,35383.599416451965
35734.97845310692,35288.38319193916
36153.7799525495,35142.101468125766
35989.76143310669,35098.64748983693
36200.28049091509,35256.36601188847
35878.980623960895,35204.3734683621
35927.569451424584,35266.01898186901
35988.76217701489,35335.354083269835
36054.95898975241,35308.471752394
35963.96813523715,35216.42113995326
35994.87871723305,35329.6591042154
36019.21997109419,35298.543596653806
35998.70009111535,35381.00369261975
36022.448036671994,35300.12054767367
35968.898058846295,35163.85480484292
35802.97861082261,35082.19879776335
35750.1975917863,34991.691957917545
35892.95069252553,35151.89300682216
35811.1600200742,35053.056430648634
35916.19901003627,34956.76483483391
36008.43112797806,34894.52796469456
35959.5378396739,34889.98252048011
36078.07849690757,35108.3629133232
36053.869956746115,35045.802065622825
36021.37071369802,35008.73590996769
35898.55199132135,35197.41380581649
35963.42166706195,35104.086799852244
35955.35735813361,34964.82133707404
35959.760330288096,35083.52788643232
35884.55069600385,35208.01333674336
35896.29976177069,35445.32690018515
35867.78192971336,35319.217658724934
35769.71821567334,35089.07063506651
34982.320028712835,35201.264454779615
35051.48728631699,35011.34529550428
35463.461836913644,35001.91676780999
35083.15902041406,35021.607187165755
34844.25094090391,34821.28561584104
34561.121875987585,34654.53085217811
34471.782136030255,34468.26131964431
34408.38011767448,34149.78357048063
34436.37099827716,34122.27475287536
34777.538886744056,33930.63812219225
34602.21237941868,33874.12355451608
34645.80102307926,33816.110102702216
34550.20031917176,33938.922970062726
34715.10880107132,33987.17025491691
34782.851338075845,33924.08440743393
34632.4086494427,34015.13381211083
34360.31824166546,34080.73146152768
34422.92788116719,34058.029612192135
34352.94092130023,34054.41121220348
34372.68013245735,33830.6715278993
34070.26074095639,33769.129453011265
34516.58862305272,33756.05520191956
34595.73673154253,33786.51689934297
34231.60937302893,33766.3268519413
34455.51299778567,33820.0817553327
34287.46232387869,33836.65535441776
34025.501094063235,33607.22459440326
34130.32149675521,33556.19422519965
34042.12933996581,33524.99089239562
33485.51247008137,33551.281866639
33546.59980538075,33284.86301785153
33627.42244849314,33165.84615263662
33495.13030996493,33058.6447100384
33545.24924831918,32907.58334136405
33532.68048028953,32798.25847957076
33652.31017052949,32934.18853480817
33489.96228236516,32911.28371157899
32762.437490686258,32824.64703741686
33109.6282391127,32701.412608892617
32838.60734762122,32676.280927849482
32995.24854669879,32568.999466697034
32453.569774717915,32522.477459938847
32350.689334047896,32364.65549926842
31696.461538040036,32039.77821743871
31276.939871609426,31759.773779481307
30790.469998700395,31412.188793299894
30958.649482962952,31014.135519466512
30950.579319018452,30743.82698827484
30823.18002233035,30719.427184252065
31092.130189772233,30632.568019475744
30081.99938128756,30482.386854897875
30774.39017264507,30442.98845113786
30888.229251899946,30161.504645763303
31028.81014164274,30321.457832317017
30644.168758166463,30346.50754313387
31224.311082993354,30193.55695591096
31811.86976162656,30348.36553492956
32082.830151284365,30759.686275388027
31609.30962245557,31127.24077002897
31743.971090857696,31172.15850235853
31387.749955836036,31121.947835417726
31309.64989523938,31124.19616162427
31621.23043536319,30991.00625395108
32158.560882007107,31019.125944909338
31798.55935821628,31159.7809981902
31086.390322260555,31247.32519985758
31299.998876930902,31112.2773003887
31200.73098123338,30901.93389306519
31663.71052929694,30774.306250746737
31609.069566792892,30890.352671095014
31323.68827232591,30879.757043512258
31000.169354245987,30909.51613899612
30239.099223297893,30815.962739073573
30760.52939771548,30570.167208883824
30999.97028369645,30466.843738657484
31046.849446440574,30433.32962614116
30775.258666709233,30543.895751360982
31439.117964305035,30299.325871221332
31209.210996309284,30341.335612189992
31220.979578796676,30615.506502377113
31416.90988799923,30544.935992565923
30493.569935768977,30515.54576310032
30611.480202929106,30323.81935550271
30474.330352657755,30363.90474782584
31729.159851637665,30210.249606991332
31847.749300672687,30516.607472697855
31536.461511357018,30801.91460362677
29239.618689213497,30861.731400418805
31178.579503417153,30373.62407465622
31756.358353386295,30118.15410609334
30941.710921203743,30382.71105974101
30294.858493889053,30496.052462622036
29900.51925197499,30245.200150139615
29867.559414322084,29976.624703732155
29314.510200952893,29680.10716852338
28418.24969847596,29420.46842845253
29025.489038104657,29006.44267052681
28760.6198169283,28531.7101533523
29000.00020107559,28522.851513897862
29724.46086762925,28494.150224667424
29107.250435475165,28607.501385908723
28695.670122633477,28670.24764245425
28271.210725905505,28450.034629552178
27667.740065013644,28162.660677917767
26797.060128152334,27712.458726793666
26283.54983893107,27264.891532942864
27717.070527857963,26719.235253315335
27607.35923499792,26499.010530380936
27548.77979828831,26761.53774509214
28216.94838777999,26845.486966835513
28250.96993503043,27057.01113575187
28307.74017174571,27324.26334850652
27990.369020636812,27377.380055136164
29389.518813015547,27358.683036856037
28891.801454057622,27579.190752238304
29595.519750018255,28068.37930431897
28568.249357552777,28329.661352259533
28277.821039153394,28408.204442412512
28558.820829858487,27940.019784980155
28548.88096408597,28003.698940767634
28366.268864981914,28098.46042569179
28753.051232701753,27990.265582017935
28896.188812835673,28035.565842070137
29492.08893782893,28236.38704144075
29429.18849919111,28154.010867373137
30032.61817496983,28453.393457157617
30472.640204658735,28738.966015485916
30389.60826878088,29174.692414983325
30445.88082912232,29313.479718108225
30304.99938188316,29703.61505841734
30110.130782278142,29795.901823176653
30262.938897441087,29809.789921515003
30414.778983265103,29716.462915550754
30442.961127729097,29747.711136812046
30621.730384558254,29801.261114637742
30682.48008059224,29919.46803595012
30749.088696133214,30039.44122047164
30680.879709507717,30101.412663211613
30303.680051574458,30201.480744451394
29912.340529607845,30098.313407989397
29578.07960854109,29602.20813014832
30086.15058774704,29570.321712125275
30027.61799116673,29434.49314383468
29747.789203694218,29489.47174560412
30000.349229224146,29534.086968765267
29763.221074627512,29550.85768672781
29238.81069698302,29436.776600138204
29456.180123701986,29296.896360662897
29652.39928036858,29101.848207228883
29474.2799303335,29144.172167398287
29525.269314423967,29046.76421516851
29308.84840032339,28905.761764261984
29402.63014587629,28862.836689099855
29454.3904404282,28754.421306483866
29360.809717096894,28721.508308960263
29485.82016719054,28726.951522319687
29411.350216614872,28698.703021005847
29243.849914227205,28686.108881239492
29010.869062745947,28626.54385014246
29021.73011772809,28624.094501714324
28788.688764413146,28573.489597018553
28881.869394973324,28439.573667341167
28771.090537499585,28334.76497468151
29287.4893013612,28339.876403791703
29556.560472470454,28442.386026771404
29490.53931021782,28553.379568171116
29298.367921391833,28773.694068020013
29351.18016718101,28796.29052706462
29673.779847723363,28799.20437344168
30175.490327704367,28881.422462072893
30033.960925343184,29057.34813271894
29918.17993239429,29176.033213684623
29892.589608418395,29116.887792079266
29819.569750179067,29148.75664505382
29696.719801049523,29130.086950182453
29573.399498954896,29020.26636368737
29749.51838513432,28934.031733968422
29915.1606957263,28907.543640847554
29790.85870258836,29057.828244044296
29533.58929239142,29119.005356258174
29714.599068738906,28986.0281808389
29906.339138040894,28906.540481411645
30206.73074227744,28907.71929133244
30262.08992009747,29005.295087358885
30157.999442753793,29182.479586479953
29955.269508114077,29385.636937299558
30011.259076007645,29396.773178041356
30175.660123173093,29331.245788818458
29982.50899497585,29394.259424435426
30276.698185423855,29459.86292886844
30430.909552793837,29445.26637357438
31028.499825786108,29458.650940522723
31031.749359756508,29666.045371372198
31050.990894539784,29908.930958528996
31295.02991988067,30000.517073020816
31088.41030283675,30247.265019173057
30723.480807108834,30257.729884728178
30446.669304632254,30106.377716917734
30277.990192323796,30034.372728146638
30323.71006186767,29926.455021904494
30251.779236634637,29769.645979030247
29534.2391991855,29785.034913178348
29572.439276304183,29578.817340577614
29759.998864065874,29302.579629685
29589.129975712498,29159.408871126154
30153.37983500128,28970.972982612086
29906.579193703572,29055.23252021209
29873.490545695084,29176.261559314975
29490.869142794996,29225.219252796924
29459.259862203664,29252.761248827108
29620.448457167742,29248.032347439555
29286.609097264718,29130.82273054692
29692.599821342912,29006.571480882394
29891.5005754121,28999.26051736701
29569.699128739954,29102.299043473424
29910.71088344251,29036.439870001297
30142.778352402358,29052.17815344712
29966.249615091532,29117.149316134542
29832.448834065348,29321.838729516763
30100.0894295588,29381.505247560617
29958.519042084477,29349.65786297866
30017.910374368676,29269.44999656337
30335.630874775296,29241.271755443486
30345.650759102034,29363.12635182534
30430.83929259988,29561.63286813956
30486.649306664454,29727.895810444803
30383.66933071967,29812.457857213223
30554.698256181495,29821.220864737
30609.77834489776,29712.86403228264
30422.589574826383,29752.026283724088
30291.000038237715,29959.805193968255
30546.268984579005,29992.039009616965
30496.019284197115,29920.89861156592
30038.869380559732,29886.28570768303
30111.4989043882,29693.07798099621
30112.63087417969,29622.240092113585
30055.17950391746,29707.729183107793
29830.3585932952,29702.635319046087
30074.729402885314,29484.49693353773
30086.39064340972,29358.09494126937
30532.131072217704,29388.907939662553
30324.980600375016,29483.113198051233
30425.358997471427,29706.671376854367
30469.240391940155,29769.92506813401
30094.06071458309,29760.697562661313
30181.80984181617,29632.380980107693
29820.46166430788,29756.776653504236
29810.240757759548,29596.963987338433
30012.599874708943,29440.295464852094
