actual,predicted
10602.309424599182,10199.16075094402
10561.589577831206,10316.012389270178
10471.649844246751,10349.16063247207
10456.320439688165,10427.814378898356
10487.230487798519,10380.572520906368
10486.090347392912,10376.596058059973
10435.509688973772,10454.171517335319
10414.250023916233,10423.608995243452
10418.62056213772,10351.987389976573
10403.190406916894,10331.871053636734
10479.499468627624,10259.873865204921
10410.040176624394,10284.884260612444
10329.72021829663,10211.892318806613
10298.070481779956,9966.480284812169
10288.539979261961,9970.483529480172
10231.189896600143,9951.899495933774
10005.410213169333,9751.714306686512
10303.829848750553,9668.636458395524
10324.570456598829,9656.488989308957
10272.400743430937,9741.552518373466
10244.86010354386,9836.177795414513
10127.340195002336,9576.91955964864
10145.470212906235,9612.682218769429
9948.929902047363,9445.547710373916
10090.780457857496,9422.418419103158
10083.720259551645,9346.531489913967
10005.129641704865,9474.584306296534
10167.190270230467,9452.83364117618
10213.269031969756,9554.660677580148
10126.619636468593,9651.490353604517
10158.959323722887,9791.43876241805
10172.999374869765,9854.87214455944
10053.51929205149,9810.094851817825
10121.401007229513,9565.519430917426
10154.980310226814,9752.375562615265
10236.070564757023,9786.497516331343
10239.039520981016,9787.72055285145
10215.970169977667,9759.88021162733
10229.359805456917,9857.799652726182
10266.819921937727,9913.487987123453
10251.220148513383,9942.498438886883
10221.260217407702,9986.439118534454
10232.929439679836,10013.084480384914
10175.3600011458,10022.39690235553
10241.440957651883,9822.036355942975
10201.159822628344,9880.614576424254
10239.65040157865,9962.301682978874
10265.58923346859,10015.095029992784
10231.450062867194,10054.403092164559
10321.05948731848,10026.467101577553
10211.710585017128,10066.590096321119
10260.170378229868,9646.280013976888
10282.109791426321,9805.17592391579
10287.250625850253,9919.149791743906
10211.889130494515,10072.835999717598
10207.090083127297,10135.933971426466
10173.92908667702,10154.524381597057
10098.619879639662,10100.536692871903
10081.269085212078,10059.623634390897
10117.610741809536,9873.902541799309
10145.590093441053,9888.75561253072
10118.749606890304,9861.580353209869
10075.67040917113,9942.278445352245
10029.309800642535,9888.971780090844
9948.669735780311,9767.98426331348
